GeneID	PathwayID	Symbol	ENSEMBL
8324	hsa04390	FZD7	ENSG00000155760
8325	hsa04390	FZD8	ENSG00000177283
8326	hsa04390	FZD9	ENSG00000188763
83439	hsa04390	TCF7L1	ENSG00000152284
84552	hsa04390	PARD6G	ENSG00000178184
84612	hsa04390	PARD6B	ENSG00000124171
8463	hsa04390	TEAD2	ENSG00000074219
84962	hsa04390	AJUBA	ENSG00000129474
85407	hsa04390	NKD1	ENSG00000140807
85409	hsa04390	NKD2	ENSG00000145506
894	hsa04390	CCND2	ENSG00000118971
8945	hsa04390	BTRC	ENSG00000166167
896	hsa04390	CCND3	ENSG00000112576
89780	hsa04390	WNT3A	ENSG00000154342
8994	hsa04390	LIMD1	ENSG00000144791
9113	hsa04390	LATS1	ENSG00000131023
9231	hsa04390	DLG5	ENSG00000151208
92597	hsa04390	MOB1B	ENSG00000173542
999	hsa04390	CDH1	ENSG00000039068
102800317	hsa04392	TPTEP2-CSNK1E	ENSG00000283900
10413	hsa04392	YAP1	ENSG00000137693
11186	hsa04392	RASSF1	ENSG00000068028
122786	hsa04392	FRMD6	ENSG00000139926
126374	hsa04392	WTIP	ENSG00000142279
1454	hsa04392	CSNK1E	ENSG00000213923
166824	hsa04392	RASSF6	ENSG00000169435
23286	hsa04392	WWC1	ENSG00000113645
25937	hsa04392	WWTR1	ENSG00000018408
26524	hsa04392	LATS2	ENSG00000150457
4771	hsa04392	NF2	ENSG00000186575
5058	hsa04392	PAK1	ENSG00000149269
54798	hsa04392	DCHS2	ENSG00000197410
55233	hsa04392	MOB1A	ENSG00000114978
60485	hsa04392	SAV1	ENSG00000151748
6788	hsa04392	STK3	ENSG00000104375
7003	hsa04392	TEAD1	ENSG00000187079
7004	hsa04392	TEAD4	ENSG00000197905
7005	hsa04392	TEAD3	ENSG00000007866
79633	hsa04392	FAT4	ENSG00000196159
79981	hsa04392	FRMD1	ENSG00000153303
83937	hsa04392	RASSF4	ENSG00000107551
8463	hsa04392	TEAD2	ENSG00000074219
84962	hsa04392	AJUBA	ENSG00000129474
8642	hsa04392	DCHS1	ENSG00000166341
8994	hsa04392	LIMD1	ENSG00000144791
9113	hsa04392	LATS1	ENSG00000131023
92597	hsa04392	MOB1B	ENSG00000173542
9770	hsa04392	RASSF2	ENSG00000101265
10000	hsa04510	AKT3	ENSG00000117020
10298	hsa04510	PAK4	ENSG00000130669
10319	hsa04510	LAMC3	ENSG00000050555
103910	hsa04510	MYL12B	ENSG00000118680
10398	hsa04510	MYL9	ENSG00000101335
10451	hsa04510	VAV3	ENSG00000134215
10627	hsa04510	MYL12A	ENSG00000101608
106821730	hsa04510	BUB1B-PAK6	ENSG00000137843
1101	hsa04510	CHAD	ENSG00000136457
1277	hsa04510	COL1A1	ENSG00000108821
1278	hsa04510	COL1A2	ENSG00000164692
1280	hsa04510	COL2A1	ENSG00000139219
1282	hsa04510	COL4A1	ENSG00000187498
1284	hsa04510	COL4A2	ENSG00000134871
1285	hsa04510	COL4A3	ENSG00000169031
1286	hsa04510	COL4A4	ENSG00000081052
1287	hsa04510	COL4A5	ENSG00000188153
1288	hsa04510	COL4A6	ENSG00000197565
1291	hsa04510	COL6A1	ENSG00000142156
1292	hsa04510	COL6A2	ENSG00000142173
1293	hsa04510	COL6A3	ENSG00000163359
1297	hsa04510	COL9A1	ENSG00000112280
1298	hsa04510	COL9A2	ENSG00000049089
1299	hsa04510	COL9A3	ENSG00000092758
1311	hsa04510	COMP	ENSG00000105664
131873	hsa04510	COL6A6	ENSG00000206384
1398	hsa04510	CRK	ENSG00000167193
1399	hsa04510	CRKL	ENSG00000099942
1499	hsa04510	CTNNB1	ENSG00000168036
1729	hsa04510	DIAPH1	ENSG00000131504
1793	hsa04510	DOCK1	ENSG00000150760
1950	hsa04510	EGF	ENSG00000138798
1956	hsa04510	EGFR	ENSG00000146648
2002	hsa04510	ELK1	ENSG00000126767
2012	hsa04510	EMP1	ENSG00000134531
2013	hsa04510	EMP2	ENSG00000213853
2064	hsa04510	ERBB2	ENSG00000141736
207	hsa04510	AKT1	ENSG00000142208
208	hsa04510	AKT2	ENSG00000105221
2277	hsa04510	VEGFD	ENSG00000165197
22798	hsa04510	LAMB4	ENSG00000091128
22801	hsa04510	ITGA11	ENSG00000137809
2316	hsa04510	FLNA	ENSG00000196924
2317	hsa04510	FLNB	ENSG00000136068
2318	hsa04510	FLNC	ENSG00000128591
2321	hsa04510	FLT1	ENSG00000102755
2324	hsa04510	FLT4	ENSG00000037280
2335	hsa04510	FN1	ENSG00000115414
23396	hsa04510	PIP5K1C	ENSG00000186111
2534	hsa04510	FYN	ENSG00000010810
256076	hsa04510	COL6A5	ENSG00000172752
25759	hsa04510	SHC2	ENSG00000129946
284217	hsa04510	LAMA1	ENSG00000101680
2885	hsa04510	GRB2	ENSG00000177885
2889	hsa04510	RAPGEF1	ENSG00000107263
2909	hsa04510	ARHGAP35	ENSG00000160007
2932	hsa04510	GSK3B	ENSG00000082701
29780	hsa04510	PARVB	ENSG00000188677
29895	hsa04510	MYL11	ENSG00000180209
3082	hsa04510	HGF	ENSG00000019991
3265	hsa04510	HRAS	ENSG00000174775
329	hsa04510	BIRC2	ENSG00000110330
330	hsa04510	BIRC3	ENSG00000023445
331	hsa04510	XIAP	ENSG00000101966
3371	hsa04510	TNC	ENSG00000041982
3381	hsa04510	IBSP	ENSG00000029559
340156	hsa04510	MYLK4	ENSG00000145949
3479	hsa04510	IGF1	ENSG00000017427
3480	hsa04510	IGF1R	ENSG00000140443
3611	hsa04510	ILK	ENSG00000166333
3655	hsa04510	ITGA6	ENSG00000091409
3672	hsa04510	ITGA1	ENSG00000213949
3673	hsa04510	ITGA2	ENSG00000164171
3674	hsa04510	ITGA2B	ENSG00000005961
3675	hsa04510	ITGA3	ENSG00000005884
3676	hsa04510	ITGA4	ENSG00000115232
3678	hsa04510	ITGA5	ENSG00000161638
3679	hsa04510	ITGA7	ENSG00000135424
3680	hsa04510	ITGA9	ENSG00000144668
3685	hsa04510	ITGAV	ENSG00000138448
3688	hsa04510	ITGB1	ENSG00000150093
3690	hsa04510	ITGB3	ENSG00000259207
3691	hsa04510	ITGB4	ENSG00000132470
3693	hsa04510	ITGB5	ENSG00000082781
3694	hsa04510	ITGB6	ENSG00000115221
3695	hsa04510	ITGB7	ENSG00000139626
3696	hsa04510	ITGB8	ENSG00000105855
3725	hsa04510	JUN	ENSG00000177606
3791	hsa04510	KDR	ENSG00000128052
387	hsa04510	RHOA	ENSG00000067560
3908	hsa04510	LAMA2	ENSG00000196569
3909	hsa04510	LAMA3	ENSG00000053747
3910	hsa04510	LAMA4	ENSG00000112769
3911	hsa04510	LAMA5	ENSG00000130702
3912	hsa04510	LAMB1	ENSG00000091136
3913	hsa04510	LAMB2	ENSG00000172037
3914	hsa04510	LAMB3	ENSG00000196878
3915	hsa04510	LAMC1	ENSG00000135862
3918	hsa04510	LAMC2	ENSG00000058085
394	hsa04510	ARHGAP5	ENSG00000100852
399694	hsa04510	SHC4	ENSG00000185634
4233	hsa04510	MET	ENSG00000105976
4633	hsa04510	MYL2	ENSG00000111245
4636	hsa04510	MYL5	ENSG00000215375
4638	hsa04510	MYLK	ENSG00000065534
4659	hsa04510	PPP1R12A	ENSG00000058272
4660	hsa04510	PPP1R12B	ENSG00000077157
5058	hsa04510	PAK1	ENSG00000149269
5062	hsa04510	PAK2	ENSG00000180370
5063	hsa04510	PAK3	ENSG00000077264
5154	hsa04510	PDGFA	ENSG00000197461
5155	hsa04510	PDGFB	ENSG00000100311
5156	hsa04510	PDGFRA	ENSG00000134853
5159	hsa04510	PDGFRB	ENSG00000113721
5170	hsa04510	PDPK1	ENSG00000140992
5228	hsa04510	PGF	ENSG00000119630
5290	hsa04510	PIK3CA	ENSG00000121879
5291	hsa04510	PIK3CB	ENSG00000051382
5293	hsa04510	PIK3CD	ENSG00000171608
5295	hsa04510	PIK3R1	ENSG00000145675
5296	hsa04510	PIK3R2	ENSG00000105647
53358	hsa04510	SHC3	ENSG00000148082
54776	hsa04510	PPP1R12C	ENSG00000125503
5499	hsa04510	PPP1CA	ENSG00000172531
5500	hsa04510	PPP1CB	ENSG00000213639
5501	hsa04510	PPP1CC	ENSG00000186298
55742	hsa04510	PARVA	ENSG00000197702
5578	hsa04510	PRKCA	ENSG00000154229
5579	hsa04510	PRKCB	ENSG00000166501
5582	hsa04510	PRKCG	ENSG00000126583
5594	hsa04510	MAPK1	ENSG00000100030
5595	hsa04510	MAPK3	ENSG00000102882
5599	hsa04510	MAPK8	ENSG00000107643
5601	hsa04510	MAPK9	ENSG00000050748
5602	hsa04510	MAPK10	ENSG00000109339
56034	hsa04510	PDGFC	ENSG00000145431
5604	hsa04510	MAP2K1	ENSG00000169032
5649	hsa04510	RELN	ENSG00000189056
56924	hsa04510	PAK6	ENSG00000137843
57144	hsa04510	PAK5	ENSG00000101349
572	hsa04510	BAD	ENSG00000002330
5728	hsa04510	PTEN	ENSG00000171862
5747	hsa04510	PTK2	ENSG00000169398
5829	hsa04510	PXN	ENSG00000089159
58498	hsa04510	MYL7	ENSG00000106631
5879	hsa04510	RAC1	ENSG00000136238
5880	hsa04510	RAC2	ENSG00000128340
5881	hsa04510	RAC3	ENSG00000169750
5894	hsa04510	RAF1	ENSG00000132155
5906	hsa04510	RAP1A	ENSG00000116473
5908	hsa04510	RAP1B	ENSG00000127314
5923	hsa04510	RASGRF1	ENSG00000058335
595	hsa04510	CCND1	ENSG00000110092
596	hsa04510	BCL2	ENSG00000171791
60	hsa04510	ACTB	ENSG00000075624
6093	hsa04510	ROCK1	ENSG00000067900
63923	hsa04510	TNN	ENSG00000120332
64098	hsa04510	PARVG	ENSG00000138964
6464	hsa04510	SHC1	ENSG00000160691
6654	hsa04510	SOS1	ENSG00000115904
6655	hsa04510	SOS2	ENSG00000100485
6696	hsa04510	SPP1	ENSG00000118785
6714	hsa04510	SRC	ENSG00000197122
673	hsa04510	BRAF	ENSG00000157764
7057	hsa04510	THBS1	ENSG00000137801
7058	hsa04510	THBS2	ENSG00000186340
7059	hsa04510	THBS3	ENSG00000169231
7060	hsa04510	THBS4	ENSG00000113296
7094	hsa04510	TLN1	ENSG00000137076
71	hsa04510	ACTG1	ENSG00000184009
7143	hsa04510	TNR	ENSG00000116147
7148	hsa04510	TNXB	ENSG00000168477
7408	hsa04510	VASP	ENSG00000125753
7409	hsa04510	VAV1	ENSG00000141968
7410	hsa04510	VAV2	ENSG00000160293
7414	hsa04510	VCL	ENSG00000035403
7422	hsa04510	VEGFA	ENSG00000112715
7423	hsa04510	VEGFB	ENSG00000173511
7424	hsa04510	VEGFC	ENSG00000150630
7448	hsa04510	VTN	ENSG00000109072
7450	hsa04510	VWF	ENSG00000110799
7791	hsa04510	ZYX	ENSG00000159840
80310	hsa04510	PDGFD	ENSG00000170962
81	hsa04510	ACTN4	ENSG00000130402
824	hsa04510	CAPN2	ENSG00000162909
83660	hsa04510	TLN2	ENSG00000171914
8394	hsa04510	PIP5K1A	ENSG00000143398
8395	hsa04510	PIP5K1B	ENSG00000107242
8503	hsa04510	PIK3R3	ENSG00000117461
8515	hsa04510	ITGA10	ENSG00000143127
8516	hsa04510	ITGA8	ENSG00000077943
85366	hsa04510	MYLK2	ENSG00000101306
857	hsa04510	CAV1	ENSG00000105974
858	hsa04510	CAV2	ENSG00000105971
859	hsa04510	CAV3	ENSG00000182533
87	hsa04510	ACTN1	ENSG00000072110
894	hsa04510	CCND2	ENSG00000118971
896	hsa04510	CCND3	ENSG00000112576
91807	hsa04510	MYLK3	ENSG00000140795
93408	hsa04510	MYL10	ENSG00000106436
9475	hsa04510	ROCK2	ENSG00000134318
9564	hsa04510	BCAR1	ENSG00000050820
998	hsa04510	CDC42	ENSG00000070831
10319	hsa04512	LAMC3	ENSG00000050555
1101	hsa04512	CHAD	ENSG00000136457
1277	hsa04512	COL1A1	ENSG00000108821
1278	hsa04512	COL1A2	ENSG00000164692
1280	hsa04512	COL2A1	ENSG00000139219
1282	hsa04512	COL4A1	ENSG00000187498
1284	hsa04512	COL4A2	ENSG00000134871
1285	hsa04512	COL4A3	ENSG00000169031
1286	hsa04512	COL4A4	ENSG00000081052
1287	hsa04512	COL4A5	ENSG00000188153
1288	hsa04512	COL4A6	ENSG00000197565
1291	hsa04512	COL6A1	ENSG00000142156
1292	hsa04512	COL6A2	ENSG00000142173
1293	hsa04512	COL6A3	ENSG00000163359
1297	hsa04512	COL9A1	ENSG00000112280
1298	hsa04512	COL9A2	ENSG00000049089
1299	hsa04512	COL9A3	ENSG00000092758
1311	hsa04512	COMP	ENSG00000105664
131873	hsa04512	COL6A6	ENSG00000206384
158326	hsa04512	FREM1	ENSG00000164946
1605	hsa04512	DAG1	ENSG00000173402
1758	hsa04512	DMP1	ENSG00000152592
1834	hsa04512	DSPP	ENSG00000152591
22798	hsa04512	LAMB4	ENSG00000091128
22801	hsa04512	ITGA11	ENSG00000137809
22987	hsa04512	SV2C	ENSG00000122012
2335	hsa04512	FN1	ENSG00000115414
255743	hsa04512	NPNT	ENSG00000168743
256076	hsa04512	COL6A5	ENSG00000172752
2811	hsa04512	GP1BA	ENSG00000185245
2812	hsa04512	GP1BB	ENSG00000203618
2814	hsa04512	GP5	ENSG00000178732
2815	hsa04512	GP9	ENSG00000169704
284217	hsa04512	LAMA1	ENSG00000101680
3161	hsa04512	HMMR	ENSG00000072571
3339	hsa04512	HSPG2	ENSG00000142798
3371	hsa04512	TNC	ENSG00000041982
3381	hsa04512	IBSP	ENSG00000029559
341640	hsa04512	FREM2	ENSG00000150893
3655	hsa04512	ITGA6	ENSG00000091409
3672	hsa04512	ITGA1	ENSG00000213949
3673	hsa04512	ITGA2	ENSG00000164171
3674	hsa04512	ITGA2B	ENSG00000005961
3675	hsa04512	ITGA3	ENSG00000005884
3676	hsa04512	ITGA4	ENSG00000115232
3678	hsa04512	ITGA5	ENSG00000161638
3679	hsa04512	ITGA7	ENSG00000135424
3680	hsa04512	ITGA9	ENSG00000144668
3685	hsa04512	ITGAV	ENSG00000138448
3688	hsa04512	ITGB1	ENSG00000150093
3690	hsa04512	ITGB3	ENSG00000259207
3691	hsa04512	ITGB4	ENSG00000132470
3693	hsa04512	ITGB5	ENSG00000082781
3694	hsa04512	ITGB6	ENSG00000115221
3695	hsa04512	ITGB7	ENSG00000139626
3696	hsa04512	ITGB8	ENSG00000105855
375790	hsa04512	AGRN	ENSG00000188157
3908	hsa04512	LAMA2	ENSG00000196569
3909	hsa04512	LAMA3	ENSG00000053747
3910	hsa04512	LAMA4	ENSG00000112769
3911	hsa04512	LAMA5	ENSG00000130702
3912	hsa04512	LAMB1	ENSG00000091136
3913	hsa04512	LAMB2	ENSG00000172037
3914	hsa04512	LAMB3	ENSG00000196878
3915	hsa04512	LAMC1	ENSG00000135862
3918	hsa04512	LAMC2	ENSG00000058085
51206	hsa04512	GP6	ENSG00000088053
5649	hsa04512	RELN	ENSG00000189056
56955	hsa04512	MEPE	ENSG00000152595
6382	hsa04512	SDC1	ENSG00000115884
6385	hsa04512	SDC4	ENSG00000124145
63923	hsa04512	TNN	ENSG00000120332
6696	hsa04512	SPP1	ENSG00000118785
7057	hsa04512	THBS1	ENSG00000137801
7058	hsa04512	THBS2	ENSG00000186340
7059	hsa04512	THBS3	ENSG00000169231
7060	hsa04512	THBS4	ENSG00000113296
7143	hsa04512	TNR	ENSG00000116147
7148	hsa04512	TNXB	ENSG00000168477
7448	hsa04512	VTN	ENSG00000109072
7450	hsa04512	VWF	ENSG00000110799
80144	hsa04512	FRAS1	ENSG00000138759
8515	hsa04512	ITGA10	ENSG00000143127
8516	hsa04512	ITGA8	ENSG00000077943
948	hsa04512	CD36	ENSG00000135218
960	hsa04512	CD44	ENSG00000026508
961	hsa04512	CD47	ENSG00000196776
9899	hsa04512	SV2B	ENSG00000185518
9900	hsa04512	SV2A	ENSG00000159164
1000	hsa04514	CDH2	ENSG00000170558
1001	hsa04514	CDH3	ENSG00000062038
100132463	hsa04514	CLDN24	ENSG00000185758
1002	hsa04514	CDH4	ENSG00000179242
100288814	hsa04514	CLDN34	ENSG00000234469
1003	hsa04514	CDH5	ENSG00000179776
100506658	hsa04514	OCLN	ENSG00000197822
1013	hsa04514	CDH15	ENSG00000129910
102723996	hsa04514	LOC102723996	ENSG00000277117
10666	hsa04514	CD226	ENSG00000150637
10686	hsa04514	CLDN16	ENSG00000113946
114798	hsa04514	SLITRK1	ENSG00000178235
1272	hsa04514	CNTN1	ENSG00000018236
1364	hsa04514	CLDN4	ENSG00000189143
1365	hsa04514	CLDN3	ENSG00000165215
1366	hsa04514	CLDN7	ENSG00000181885
137075	hsa04514	CLDN23	ENSG00000253958
139065	hsa04514	SLITRK4	ENSG00000179542
1462	hsa04514	VCAN	ENSG00000038427
1493	hsa04514	CTLA4	ENSG00000163599
149461	hsa04514	CLDN19	ENSG00000164007
152404	hsa04514	IGSF11	ENSG00000144847
201633	hsa04514	TIGIT	ENSG00000181847
214	hsa04514	ALCAM	ENSG00000170017
22829	hsa04514	NLGN4Y	ENSG00000165246
22854	hsa04514	NTNG1	ENSG00000162631
22865	hsa04514	SLITRK3	ENSG00000121871
22871	hsa04514	NLGN1	ENSG00000169760
23114	hsa04514	NFASC	ENSG00000163531
23308	hsa04514	ICOSLG	ENSG00000160223
23562	hsa04514	CLDN14	ENSG00000159261
23705	hsa04514	CADM1	ENSG00000182985
24146	hsa04514	CLDN15	ENSG00000106404
257194	hsa04514	NEGR1	ENSG00000172260
25945	hsa04514	NECTIN3	ENSG00000177707
26047	hsa04514	CNTNAP2	ENSG00000174469
26050	hsa04514	SLITRK5	ENSG00000165300
26285	hsa04514	CLDN17	ENSG00000156282
2734	hsa04514	GLG1	ENSG00000090863
29126	hsa04514	CD274	ENSG00000120217
29851	hsa04514	ICOS	ENSG00000163600
3105	hsa04514	HLA-A	ENSG00000206503
3106	hsa04514	HLA-B	ENSG00000234745
3107	hsa04514	HLA-C	ENSG00000204525
3108	hsa04514	HLA-DMA	ENSG00000204257
3109	hsa04514	HLA-DMB	ENSG00000242574
3111	hsa04514	HLA-DOA	ENSG00000204252
3112	hsa04514	HLA-DOB	ENSG00000241106
3113	hsa04514	HLA-DPA1	ENSG00000231389
3115	hsa04514	HLA-DPB1	ENSG00000223865
3117	hsa04514	HLA-DQA1	ENSG00000196735
3118	hsa04514	HLA-DQA2	ENSG00000237541
3119	hsa04514	HLA-DQB1	ENSG00000179344
3122	hsa04514	HLA-DRA	ENSG00000204287
3123	hsa04514	HLA-DRB1	ENSG00000196126
3125	hsa04514	HLA-DRB3	ENSG00000230463
3126	hsa04514	HLA-DRB4	ENSG00000231021
3127	hsa04514	HLA-DRB5	ENSG00000198502
3133	hsa04514	HLA-E	ENSG00000204592
3134	hsa04514	HLA-F	ENSG00000204642
3135	hsa04514	HLA-G	ENSG00000204632
3383	hsa04514	ICAM1	ENSG00000090339
3384	hsa04514	ICAM2	ENSG00000108622
3385	hsa04514	ICAM3	ENSG00000076662
3655	hsa04514	ITGA6	ENSG00000091409
3676	hsa04514	ITGA4	ENSG00000115232
3680	hsa04514	ITGA9	ENSG00000144668
3683	hsa04514	ITGAL	ENSG00000005844
3684	hsa04514	ITGAM	ENSG00000169896
3685	hsa04514	ITGAV	ENSG00000138448
3688	hsa04514	ITGB1	ENSG00000150093
3689	hsa04514	ITGB2	ENSG00000160255
3695	hsa04514	ITGB7	ENSG00000139626
3696	hsa04514	ITGB8	ENSG00000105855
3897	hsa04514	L1CAM	ENSG00000198910
4099	hsa04514	MAG	ENSG00000105695
4267	hsa04514	CD99	ENSG00000002586
4359	hsa04514	MPZ	ENSG00000158887
4684	hsa04514	NCAM1	ENSG00000149294
4685	hsa04514	NCAM2	ENSG00000154654
4756	hsa04514	NEO1	ENSG00000067141
4897	hsa04514	NRCAM	ENSG00000091129
49861	hsa04514	CLDN20	ENSG00000171217
5010	hsa04514	CLDN11	ENSG00000013297
50848	hsa04514	F11R	ENSG00000158769
51208	hsa04514	CLDN18	ENSG00000066405
5133	hsa04514	PDCD1	ENSG00000188389
5175	hsa04514	PECAM1	ENSG00000261371
53842	hsa04514	CLDN22	ENSG00000177300
54413	hsa04514	NLGN3	ENSG00000196338
57502	hsa04514	NLGN4X	ENSG00000146938
57555	hsa04514	NLGN2	ENSG00000169992
57689	hsa04514	LRRC4C	ENSG00000148948
57863	hsa04514	CADM3	ENSG00000162706
5788	hsa04514	PTPRC	ENSG00000081237
5789	hsa04514	PTPRD	ENSG00000153707
5792	hsa04514	PTPRF	ENSG00000142949
5797	hsa04514	PTPRM	ENSG00000173482
5802	hsa04514	PTPRS	ENSG00000105426
5817	hsa04514	PVR	ENSG00000073008
5818	hsa04514	NECTIN1	ENSG00000110400
5819	hsa04514	NECTIN2	ENSG00000130202
58494	hsa04514	JAM2	ENSG00000154721
6382	hsa04514	SDC1	ENSG00000115884
6383	hsa04514	SDC2	ENSG00000169439
6385	hsa04514	SDC4	ENSG00000124145
6401	hsa04514	SELE	ENSG00000007908
6402	hsa04514	SELL	ENSG00000188404
6403	hsa04514	SELP	ENSG00000174175
6404	hsa04514	SELPLG	ENSG00000110876
64101	hsa04514	LRRC4	ENSG00000128594
64115	hsa04514	VSIR	ENSG00000107738
644672	hsa04514	CLDN25	ENSG00000228607
6614	hsa04514	SIGLEC1	ENSG00000088827
6693	hsa04514	SPN	ENSG00000197471
6900	hsa04514	CNTN2	ENSG00000184144
7122	hsa04514	CLDN5	ENSG00000184113
7412	hsa04514	VCAM1	ENSG00000162692
79679	hsa04514	VTCN1	ENSG00000134258
80380	hsa04514	PDCD1LG2	ENSG00000197646
80381	hsa04514	CD276	ENSG00000103855
8174	hsa04514	MADCAM1	ENSG00000099866
83692	hsa04514	CD99L2	ENSG00000102181
83700	hsa04514	JAM3	ENSG00000166086
84189	hsa04514	SLITRK6	ENSG00000184564
84628	hsa04514	NTNG2	ENSG00000196358
84631	hsa04514	SLITRK2	ENSG00000185985
8506	hsa04514	CNTNAP1	ENSG00000108797
8516	hsa04514	ITGA8	ENSG00000077943
9019	hsa04514	MPZL1	ENSG00000197965
9069	hsa04514	CLDN12	ENSG00000157224
9071	hsa04514	CLDN10	ENSG00000134873
9073	hsa04514	CLDN8	ENSG00000156284
9074	hsa04514	CLDN6	ENSG00000184697
9075	hsa04514	CLDN2	ENSG00000165376
9076	hsa04514	CLDN1	ENSG00000163347
9080	hsa04514	CLDN9	ENSG00000213937
90952	hsa04514	ESAM	ENSG00000149564
914	hsa04514	CD2	ENSG00000116824
920	hsa04514	CD4	ENSG00000010610
923	hsa04514	CD6	ENSG00000013725
925	hsa04514	CD8A	ENSG00000153563
926	hsa04514	CD8B	ENSG00000172116
927	hsa04514	CD8B2	ENSG00000254126
933	hsa04514	CD22	ENSG00000012124
9369	hsa04514	NRXN3	ENSG00000021645
9378	hsa04514	NRXN1	ENSG00000179915
9379	hsa04514	NRXN2	ENSG00000110076
940	hsa04514	CD28	ENSG00000178562
94030	hsa04514	LRRC4B	ENSG00000131409
941	hsa04514	CD80	ENSG00000121594
942	hsa04514	CD86	ENSG00000114013
947	hsa04514	CD34	ENSG00000174059
958	hsa04514	CD40	ENSG00000101017
959	hsa04514	CD40LG	ENSG00000102245
965	hsa04514	CD58	ENSG00000116815
9672	hsa04514	SDC3	ENSG00000162512
999	hsa04514	CDH1	ENSG00000039068
1003	hsa04520	CDH5	ENSG00000179776
10163	hsa04520	WASF2	ENSG00000158195
103910	hsa04520	MYL12B	ENSG00000118680
10398	hsa04520	MYL9	ENSG00000101335
10458	hsa04520	BAIAP2	ENSG00000175866
10580	hsa04520	SORBS1	ENSG00000095637
10627	hsa04520	MYL12A	ENSG00000101608
10810	hsa04520	WASF3	ENSG00000132970
11235	hsa04520	PDCD10	ENSG00000114209
117178	hsa04520	SSX2IP	ENSG00000117155
1387	hsa04520	CREBBP	ENSG00000005339
1457	hsa04520	CSNK2A1	ENSG00000101266
1459	hsa04520	CSNK2A2	ENSG00000070770
1460	hsa04520	CSNK2B	ENSG00000204435
1495	hsa04520	CTNNA1	ENSG00000044115
1496	hsa04520	CTNNA2	ENSG00000066032
1499	hsa04520	CTNNB1	ENSG00000168036
1500	hsa04520	CTNND1	ENSG00000198561
1956	hsa04520	EGFR	ENSG00000146648
2033	hsa04520	EP300	ENSG00000100393
2064	hsa04520	ERBB2	ENSG00000141736
2241	hsa04520	FER	ENSG00000151422
2260	hsa04520	FGFR1	ENSG00000077782
2534	hsa04520	FYN	ENSG00000010810
25945	hsa04520	NECTIN3	ENSG00000177707
283106	hsa04520	CSNK2A3	ENSG00000254598
29119	hsa04520	CTNNA3	ENSG00000183230
29895	hsa04520	MYL11	ENSG00000180209
3480	hsa04520	IGF1R	ENSG00000140443
3643	hsa04520	INSR	ENSG00000171105
387	hsa04520	RHOA	ENSG00000067560
4008	hsa04520	LMO7	ENSG00000136153
4088	hsa04520	SMAD3	ENSG00000166949
4089	hsa04520	SMAD4	ENSG00000141646
4233	hsa04520	MET	ENSG00000105976
4301	hsa04520	AFDN	ENSG00000130396
4633	hsa04520	MYL2	ENSG00000111245
4636	hsa04520	MYL5	ENSG00000215375
51176	hsa04520	LEF1	ENSG00000138795
51701	hsa04520	NLK	ENSG00000087095
52	hsa04520	ACP1	ENSG00000143727
54922	hsa04520	RASIP1	ENSG00000105538
55698	hsa04520	RADIL	ENSG00000157927
5594	hsa04520	MAPK1	ENSG00000100030
5595	hsa04520	MAPK3	ENSG00000102882
56288	hsa04520	PARD3	ENSG00000148498
57154	hsa04520	SMURF1	ENSG00000198742
57493	hsa04520	HEG1	ENSG00000173706
5770	hsa04520	PTPN1	ENSG00000196396
5777	hsa04520	PTPN6	ENSG00000111679
5787	hsa04520	PTPRB	ENSG00000127329
5792	hsa04520	PTPRF	ENSG00000142949
5795	hsa04520	PTPRJ	ENSG00000149177
5797	hsa04520	PTPRM	ENSG00000173482
5818	hsa04520	NECTIN1	ENSG00000110400
5819	hsa04520	NECTIN2	ENSG00000130202
58498	hsa04520	MYL7	ENSG00000106631
5879	hsa04520	RAC1	ENSG00000136238
5880	hsa04520	RAC2	ENSG00000128340
5881	hsa04520	RAC3	ENSG00000169750
5906	hsa04520	RAP1A	ENSG00000116473
5908	hsa04520	RAP1B	ENSG00000127314
60	hsa04520	ACTB	ENSG00000075624
6093	hsa04520	ROCK1	ENSG00000067900
64750	hsa04520	SMURF2	ENSG00000108854
6591	hsa04520	SNAI2	ENSG00000019549
6615	hsa04520	SNAI1	ENSG00000124216
6714	hsa04520	SRC	ENSG00000197122
6885	hsa04520	MAP3K7	ENSG00000135341
6932	hsa04520	TCF7	ENSG00000081059
6934	hsa04520	TCF7L2	ENSG00000148737
7046	hsa04520	TGFBR1	ENSG00000106799
7048	hsa04520	TGFBR2	ENSG00000163513
7082	hsa04520	TJP1	ENSG00000104067
71	hsa04520	ACTG1	ENSG00000184009
7414	hsa04520	VCL	ENSG00000035403
7454	hsa04520	WAS	ENSG00000015285
7525	hsa04520	YES1	ENSG00000176105
81	hsa04520	ACTN4	ENSG00000130402
81607	hsa04520	NECTIN4	ENSG00000143217
83439	hsa04520	TCF7L1	ENSG00000152284
83605	hsa04520	CCM2	ENSG00000136280
87	hsa04520	ACTN1	ENSG00000072110
8826	hsa04520	IQGAP1	ENSG00000140575
889	hsa04520	KRIT1	ENSG00000001631
8936	hsa04520	WASF1	ENSG00000112290
8976	hsa04520	WASL	ENSG00000106299
93408	hsa04520	MYL10	ENSG00000106436
9411	hsa04520	ARHGAP29	ENSG00000137962
9475	hsa04520	ROCK2	ENSG00000134318
9855	hsa04520	FARP2	ENSG00000006607
998	hsa04520	CDC42	ENSG00000070831
999	hsa04520	CDH1	ENSG00000039068
